sample	seedcat	seed	cof	site	mus	bar	obs	rumbo	rumbcat	pool	abseed	abper	obs1	obs2	obs3	obs4	or1	or2	or3	or4	or5	long	alt	potseed	potmus	potper	pendiente
2482	2	10	36003	70	0	0	1	20	2	20	2.5	3.5	1	0	0	0	0	1	0	0	0	11	2.78	15	15	14.5	0.06
2483	1	0	36003	70	0	0	1	20	2	20	2.5	3.5	1	0	0	0	0	1	0	0	0	11.5	2.81	15	15	14.5	0.04
2484	2	10	36003	70	0	0	1	20	2	20	2.5	3.5	1	0	0	0	0	1	0	0	0	12	2.83	15	15	14.5	0.06
2485	1	0	36003	70	0	0	1	20	2	20	2.5	3.5	1	0	0	0	0	1	0	0	0	12.5	2.86	15	15	14.5	0.06
2486	1	0	36003	70	0	0	1	20	2	20	2.5	3.5	1	0	0	0	0	1	0	0	0	13	2.89	15	15	14.5	0.04
2487	1	0	36003	70	0	0	1	20	2	20	2.5	3.5	1	0	0	0	0	1	0	0	0	13.5	2.91	15	15	14.5	0.06
2488	1	0	36003	70	0	0	1	20	2	20	2.5	3.5	1	0	0	0	0	1	0	0	0	14	2.94	15	15	14.5	0.06
2489	2	10	36003	70	10	0	3	20	2	20	2.5	3.5	0	0	1	0	0	1	0	0	0	14.5	2.97	15	15	14.5	0.04
2490	2	10	36003	70	10	0	3	20	2	20	2.5	3.5	0	0	1	0	0	1	0	0	0	15	2.99	15	15	14.5	0.06
2491	2	10	36003	70	15	0	1	20	2	20	2.5	3.5	1	0	0	0	0	1	0	0	0	15.5	3.02	15	15	14.5	0.80
2492	2	10	36003	70	15	0	1	20	2	20	2.5	3.5	1	0	0	0	0	1	0	0	0	16	3.42	15	15	14.5	0.80
2493	1	0	36003	70	0	0	1	20	2	20	2.5	3.5	1	0	0	0	0	1	0	0	0	16.5	3.82	15	15	14.5	0.80
2494	1	0	36023	71	0	0	1	257	4	20	1.5	3.5	1	0	0	0	0	0	0	1	0	0	0.36	19.5	19.5	17	0.66
2495	1	0	36023	71	0	0	1	257	4	20	1.5	3.5	1	0	0	0	0	0	0	1	0	0.5	0.69	19.5	19.5	17	0.64
2496	1	0	36023	71	0	0	1	257	4	20	1.5	3.5	1	0	0	0	0	0	0	1	0	1	1.01	19.5	19.5	17	0.66
2497	1	0	36023	71	0	0	1	257	4	20	1.5	3.5	1	0	0	0	0	0	0	1	0	1.5	1.34	19.5	19.5	17	0.64
2498	2	15	36023	71	10	0	3	257	4	20	1.5	3.5	0	0	1	0	0	0	0	1	0	2	1.66	19.5	19.5	17	0.00
2499	2	15	36023	71	10	0	3	257	4	20	1.5	3.5	0	0	1	0	0	0	0	1	0	2.5	1.66	19.5	19.5	17	0.00
2500	1	0	36023	71	10	40	3	257	4	20	1.5	3.5	0	0	1	0	0	0	0	1	0	3	1.66	19.5	19.5	17	0.00
2501	1	5	36023	71	20	10	3	257	4	20	1.5	3.5	0	0	1	0	0	0	0	1	0	3.5	1.66	19.5	19.5	17	0.00
2502	1	0	36023	71	25	35	1	257	4	20	1.5	3.5	1	0	0	0	0	0	0	1	0	4	1.66	19.5	19.5	17	0.00
2503	1	5	36023	71	20	10	1	257	4	20	1.5	3.5	1	0	0	0	0	0	0	1	0	4.5	1.66	19.5	19.5	17	0.00
2504	1	5	36023	71	10	0	4	257	4	20	1.5	3.5	0	0	0	1	0	0	0	1	0	5	1.66	19.5	19.5	17	0.00
2505	1	0	36023	71	10	15	3	257	4	20	1.5	3.5	0	0	1	0	0	0	0	1	0	5.5	1.66	19.5	19.5	17	0.00
2506	1	0	36023	71	10	10	4	257	4	20	1.5	3.5	0	0	0	1	0	0	0	1	0	6	1.66	19.5	19.5	17	0.00
2507	1	0	36023	71	15	45	1	257	4	20	1.5	3.5	1	0	0	0	0	0	0	1	0	6.5	1.66	19.5	19.5	17	0.00
2508	1	5	36023	71	25	10	1	257	4	20	1.5	3.5	1	0	0	0	0	0	0	1	0	7	1.66	19.5	19.5	17	0.00
2509	1	5	36023	71	30	10	1	257	4	20	1.5	3.5	1	0	0	0	0	0	0	1	0	7.5	1.66	19.5	19.5	17	0.00
2510	1	5	36023	71	20	10	3	257	4	20	1.5	3.5	0	0	1	0	0	0	0	1	0	8	1.66	19.5	19.5	17	0.00
2511	1	0	36023	71	25	10	1	257	4	20	1.5	3.5	1	0	0	0	0	0	0	1	0	8.5	1.66	19.5	19.5	17	0.00
2512	1	0	36023	71	20	0	2	257	4	20	1.5	3.5	0	1	0	0	0	0	0	1	0	9	1.66	19.5	19.5	17	0.00
2513	1	0	36023	71	25	25	3	257	4	20	1.5	3.5	0	0	1	0	0	0	0	1	0	9.5	1.66	19.5	19.5	17	0.00
2514	1	0	36023	71	5	0	1	257	4	20	1.5	3.5	1	0	0	0	0	0	0	1	0	10	1.66	19.5	19.5	17	0.00
2515	1	5	36023	71	25	0	1	257	4	20	1.5	3.5	1	0	0	0	0	0	0	1	0	10.5	1.66	19.5	19.5	17	0.00
2516	1	0	36023	71	15	0	2	257	4	20	1.5	3.5	0	1	0	0	0	0	0	1	0	11	1.66	19.5	19.5	17	0.00
2517	1	0	36023	71	35	15	1	257	4	20	1.5	3.5	1	0	0	0	0	0	0	1	0	11.5	1.66	19.5	19.5	17	0.00
2518	1	5	36023	71	30	15	3	257	4	20	1.5	3.5	0	0	1	0	0	0	0	1	0	12	1.66	19.5	19.5	17	0.00
2519	1	5	36023	71	20	5	1	257	4	20	1.5	3.5	1	0	0	0	0	0	0	1	0	12.5	1.66	19.5	19.5	17	0.00
2520	1	5	36023	71	15	5	3	257	4	20	1.5	3.5	0	0	1	0	0	0	0	1	0	13	1.66	19.5	19.5	17	0.00
2521	1	5	36023	71	25	10	1	257	4	20	1.5	3.5	1	0	0	0	0	0	0	1	0	13.5	1.66	19.5	19.5	17	0.00
2522	1	0	36023	71	0	0	2	257	4	20	1.5	3.5	0	1	0	0	0	0	0	1	0	14	1.66	19.5	19.5	17	0.00
2523	1	0	36023	71	5	0	4	257	4	20	1.5	3.5	0	0	0	1	0	0	0	1	0	14.5	1.66	19.5	19.5	17	0.00
2524	1	0	36023	71	15	0	3	257	4	20	1.5	3.5	0	0	1	0	0	0	0	1	0	15	1.66	19.5	19.5	17	0.00
2525	1	5	36023	71	10	5	1	257	4	20	1.5	3.5	1	0	0	0	0	0	0	1	0	15.5	1.66	19.5	19.5	17	0.32
2526	1	5	36023	71	15	0	3	257	4	20	1.5	3.5	0	0	1	0	0	0	0	1	0	16	1.82	19.5	19.5	17	0.34
2527	1	5	36023	71	0	5	1	257	4	20	1.5	3.5	1	0	0	0	0	0	0	1	0	16.5	1.99	19.5	19.5	17	0.32
2528	2	10	36023	71	10	10	3	257	4	20	1.5	3.5	0	0	1	0	0	0	0	1	0	17	2.15	19.5	19.5	17	0.32
2529	2	10	36023	71	5	10	3	257	4	20	1.5	3.5	0	0	1	0	0	0	0	1	0	17.5	2.31	19.5	19.5	17	0.34
2530	2	10	36023	71	5	5	3	257	4	20	1.5	3.5	0	0	1	0	0	0	0	1	0	18	2.48	19.5	19.5	17	0.32
2531	2	10	36023	71	10	5	3	257	4	20	1.5	3.5	0	0	1	0	0	0	0	1	0	18.5	2.64	19.5	19.5	17	0.34
2532	2	10	36023	71	10	1	3	257	4	20	1.5	3.5	0	0	1	0	0	0	0	1	0	19	2.81	19.5	19.5	17	0.32
2533	1	5	36023	71	10	0	3	257	4	20	1.5	3.5	0	0	1	0	0	0	0	1	0	19.5	2.97	19.5	19.5	17	0.32
2534	2	10	36023	71	10	0	3	257	4	20	1.5	3.5	0	0	1	0	0	0	0	1	0	20	3.13	19.5	19.5	17	0.34
2535	2	10	36023	71	25	0	3	257	4	20	1.5	3.5	0	0	1	0	0	0	0	1	0	20.5	3.3	19.5	19.5	17	0.32
2536	1	0	36023	71	0	0	1	257	4	20	1.5	3.5	1	0	0	0	0	0	0	1	0	21	3.46	19.5	19.5	17	0.32
2537	1	0	36023	72	0	0	1	254	4	30	2	2.5	1	0	0	0	0	0	0	1	0	0	0.36	23.5	23.5	0	0.10
2538	1	0	36023	72	0	0	1	254	4	30	2	2.5	1	0	0	0	0	0	0	1	0	0.5	0.41	23.5	23.5	0	0.10
2539	1	1	36023	72	0	0	1	254	4	30	2	2.5	1	0	0	0	0	0	0	1	0	1	0.46	23.5	23.5	0	0.10
2540	1	0	36023	72	0	0	3	254	4	30	2	2.5	0	0	1	0	0	0	0	1	0	1.5	0.51	23.5	23.5	0	0.10
2541	1	0	36023	72	0	0	1	254	4	30	2	2.5	1	0	0	0	0	0	0	1	0	2	0.56	23.5	23.5	0	0.12
2542	1	5	36023	72	10	0	1	254	4	30	2	2.5	1	0	0	0	0	0	0	1	0	2.5	0.62	23.5	23.5	0	0.10
2543	1	5	36023	72	10	0	1	254	4	30	2	2.5	1	0	0	0	0	0	0	1	0	3	0.67	23.5	23.5	0	0.10
2544	2	10	36023	72	20	0	1	254	4	30	2	2.5	1	0	0	0	0	0	0	1	0	3.5	0.72	23.5	23.5	0	0.10
2545	2	10	36023	72	15	0	3	254	4	30	2	2.5	0	0	1	0	0	0	0	1	0	4	0.77	23.5	23.5	0	0.10
2546	2	10	36023	72	15	0	1	254	4	30	2	2.5	1	0	0	0	0	0	0	1	0	4.5	0.82	23.5	23.5	0	0.10
2547	2	10	36023	72	20	0	3	254	4	30	2	2.5	0	0	1	0	0	0	0	1	0	5	0.87	23.5	23.5	0	0.10
2548	1	5	36023	72	25	0	1	254	4	30	2	2.5	1	0	0	0	0	0	0	1	0	5.5	0.92	23.5	23.5	0	0.10
2549	2	10	36023	72	15	0	3	254	4	30	2	2.5	0	0	1	0	0	0	0	1	0	6	0.97	23.5	23.5	0	0.10
2550	2	10	36023	72	15	0	3	254	4	30	2	2.5	0	0	1	0	0	0	0	1	0	6.5	1.02	23.5	23.5	0	0.10
2551	1	5	36023	72	10	0	3	254	4	30	2	2.5	0	0	1	0	0	0	0	1	0	7	1.07	23.5	23.5	0	0.12
2552	2	10	36023	72	10	0	1	254	4	30	2	2.5	1	0	0	0	0	0	0	1	0	7.5	1.13	23.5	23.5	0	0.10
2553	1	0	36023	72	5	0	3	254	4	30	2	2.5	0	0	1	0	0	0	0	1	0	8	1.18	23.5	23.5	0	0.10
2554	1	0	36023	72	10	0	2	254	4	30	2	2.5	0	1	0	0	0	0	0	1	0	8.5	1.23	23.5	23.5	0	0.10
2555	1	5	36023	72	15	0	1	254	4	30	2	2.5	1	0	0	0	0	0	0	1	0	9	1.28	23.5	23.5	0	0.10
2556	1	0	36023	72	5	0	1	254	4	30	2	2.5	1	0	0	0	0	0	0	1	0	9.5	1.33	23.5	23.5	0	0.10
2557	1	0	36023	72	10	0	2	254	4	30	2	2.5	0	1	0	0	0	0	0	1	0	10	1.38	23.5	23.5	0	0.10
2558	2	10	36023	72	15	0	3	254	4	30	2	2.5	0	0	1	0	0	0	0	1	0	10.5	1.43	23.5	23.5	0	0.10
2559	1	0	36023	72	0	0	1	254	4	30	2	2.5	1	0	0	0	0	0	0	1	0	11	1.48	23.5	23.5	0	0.10
2560	1	0	36023	72	10	0	1	254	4	30	2	2.5	1	0	0	0	0	0	0	1	0	11.5	1.53	23.5	23.5	0	0.10
2561	2	10	36023	72	20	0	3	254	4	30	2	2.5	0	0	1	0	0	0	0	1	0	12	1.58	23.5	23.5	0	0.12
2562	2	15	36023	72	25	0	1	254	4	30	2	2.5	1	0	0	0	0	0	0	1	0	12.5	1.64	23.5	23.5	0	0.10
2563	2	10	36023	72	20	0	1	254	4	30	2	2.5	1	0	0	0	0	0	0	1	0	13	1.69	23.5	23.5	0	0.10
2564	2	20	36023	72	40	0	1	254	4	30	2	2.5	1	0	0	0	0	0	0	1	0	13.5	1.74	23.5	23.5	0	0.10
2565	2	20	36023	72	25	0	3	254	4	30	2	2.5	0	0	1	0	0	0	0	1	0	14	1.79	23.5	23.5	0	0.10
2566	2	10	36023	72	15	0	3	254	4	30	2	2.5	0	0	1	0	0	0	0	1	0	14.5	1.84	23.5	23.5	0	0.10
2567	1	5	36023	72	10	0	2	254	4	30	2	2.5	0	1	0	0	0	0	0	1	0	15	1.89	23.5	23.5	0	0.10
2568	2	15	36023	72	20	0	1	254	4	30	2	2.5	1	0	0	0	0	0	0	1	0	15.5	1.94	23.5	23.5	0	0.10
2569	2	10	36023	72	20	0	1	254	4	30	2	2.5	1	0	0	0	0	0	0	1	0	16	1.99	23.5	23.5	0	0.10
2570	2	10	36023	72	25	0	1	254	4	30	2	2.5	1	0	0	0	0	0	0	1	0	16.5	2.04	23.5	23.5	0	0.10
2571	2	15	36023	72	15	0	3	254	4	30	2	2.5	0	0	1	0	0	0	0	1	0	17	2.09	23.5	23.5	0	0.12
2572	1	5	36023	72	20	0	1	254	4	30	2	2.5	1	0	0	0	0	0	0	1	0	17.5	2.15	23.5	23.5	0	0.10
2573	2	10	36023	72	15	0	1	254	4	30	2	2.5	1	0	0	0	0	0	0	1	0	18	2.2	23.5	23.5	0	0.10
2574	2	10	36023	72	10	0	3	254	4	30	2	2.5	0	0	1	0	0	0	0	1	0	18.5	2.25	23.5	23.5	0	0.10
2575	1	0	36023	72	5	0	1	254	4	30	2	2.5	1	0	0	0	0	0	0	1	0	19	2.3	23.5	23.5	0	0.10
2576	1	5	36023	72	10	0	3	254	4	30	2	2.5	0	0	1	0	0	0	0	1	0	19.5	2.35	23.5	23.5	0	0.10
2577	2	10	36023	72	10	0	3	254	4	30	2	2.5	0	0	1	0	0	0	0	1	0	20	2.4	23.5	23.5	0	0.10
2578	1	5	36023	72	15	0	2	254	4	30	2	2.5	0	1	0	0	0	0	0	1	0	20.5	2.45	23.5	23.5	0	0.10
2579	1	5	36023	72	5	0	2	254	4	30	2	2.5	0	1	0	0	0	0	0	1	0	21	2.5	23.5	23.5	0	0.10
2580	1	5	36023	72	10	0	3	254	4	30	2	2.5	0	0	1	0	0	0	0	1	0	21.5	2.55	23.5	23.5	0	0.10
2581	2	10	36023	72	10	0	4	254	4	30	2	2.5	0	0	0	1	0	0	0	1	0	22	2.6	23.5	23.5	0	0.12
2582	1	0	36023	72	10	0	3	254	4	30	2	2.5	0	0	1	0	0	0	0	1	0	22.5	2.66	23.5	23.5	0	0.10
2583	1	5	36023	72	20	0	3	254	4	30	2	2.5	0	0	1	0	0	0	0	1	0	23	2.71	23.5	23.5	0	0.10
2584	2	15	36023	72	20	0	1	254	4	30	2	2.5	1	0	0	0	0	0	0	1	0	23.5	2.76	23.5	23.5	0	0.10
2585	1	5	36023	72	5	0	3	254	4	30	2	2.5	0	0	1	0	0	0	0	1	0	24	2.81	23.5	23.5	0	0.10
2586	1	0	36023	72	0	0	1	254	4	30	2	2.5	1	0	0	0	0	0	0	1	0	24.5	2.86	23.5	23.5	0	0.10
2587	1	0	36003	73	0	0	1	257	4	15	3	3.5	1	0	0	0	0	0	0	1	0	0	0.66	18	18	15.5	0.94
2588	1	0	36003	73	10	30	1	257	4	15	3	3.5	1	0	0	0	0	0	0	1	0	0.5	1.13	18	18	15.5	0.92
2589	2	10	36003	73	20	40	1	257	4	15	3	3.5	1	0	0	0	0	0	0	1	0	1	1.59	18	18	15.5	0.94
2590	2	10	36003	73	30	20	1	257	4	15	3	3.5	1	0	0	0	0	0	0	1	0	1.5	2.06	18	18	15.5	0.10
2591	2	10	36003	73	30	20	3	257	4	15	3	3.5	0	0	1	0	0	0	0	1	0	2	2.11	18	18	15.5	0.12
2592	2	10	36003	73	25	20	3	257	4	15	3	3.5	0	0	1	0	0	0	0	1	0	2.5	2.17	18	18	15.5	0.10
2593	1	5	36003	73	30	15	3	257	4	15	3	3.5	0	0	1	0	0	0	0	1	0	3	2.22	18	18	15.5	0.12
2594	1	5	36003	73	20	10	4	257	4	15	3	3.5	0	0	0	1	0	0	0	1	0	3.5	2.28	18	18	15.5	0.10
2595	2	10	36003	73	10	5	3	257	4	15	3	3.5	0	0	1	0	0	0	0	1	0	4	2.33	18	18	15.5	0.12
2596	1	5	36003	73	20	5	4	257	4	15	3	3.5	0	0	0	1	0	0	0	1	0	4.5	2.39	18	18	15.5	0.10
2597	2	10	36003	73	15	50	1	257	4	15	3	3.5	1	0	0	0	0	0	0	1	0	5	2.44	18	18	15.5	0.12
2598	1	5	36003	73	15	25	3	257	4	15	3	3.5	0	0	1	0	0	0	0	1	0	5.5	2.5	18	18	15.5	0.10
2599	2	15	36003	73	5	10	1	257	4	15	3	3.5	1	0	0	0	0	0	0	1	0	6	2.55	18	18	15.5	0.12
2600	2	10	36003	73	5	10	1	257	4	15	3	3.5	1	0	0	0	0	0	0	1	0	6.5	2.61	18	18	15.5	0.10
2601	2	10	36003	73	10	5	1	257	4	15	3	3.5	1	0	0	0	0	0	0	1	0	7	2.66	18	18	15.5	0.10
2602	1	5	36003	73	5	5	1	257	4	15	3	3.5	1	0	0	0	0	0	0	1	0	7.5	2.71	18	18	15.5	0.12
2603	1	0	36003	73	5	0	2	257	4	15	3	3.5	0	1	0	0	0	0	0	1	0	8	2.77	18	18	15.5	0.10
2604	1	0	36003	73	5	0	2	257	4	15	3	3.5	0	1	0	0	0	0	0	1	0	8.5	2.82	18	18	15.5	0.12
2605	2	10	36003	73	15	5	1	257	4	15	3	3.5	1	0	0	0	0	0	0	1	0	9	2.88	18	18	15.5	0.10
2606	2	15	36003	73	10	1	1	257	4	15	3	3.5	1	0	0	0	0	0	0	1	0	9.5	2.93	18	18	15.5	0.12
2607	2	10	36003	73	5	5	1	257	4	15	3	3.5	1	0	0	0	0	0	0	1	0	10	2.99	18	18	15.5	0.10
2608	2	10	36003	73	15	0	3	257	4	15	3	3.5	0	0	1	0	0	0	0	1	0	10.5	3.04	18	18	15.5	0.12
2609	2	10	36003	73	0	1	1	257	4	15	3	3.5	1	0	0	0	0	0	0	1	0	11	3.1	18	18	15.5	0.10
2610	2	15	36003	73	10	0	3	257	4	15	3	3.5	0	0	1	0	0	0	0	1	0	11.5	3.15	18	18	15.5	0.12
2611	1	0	36003	73	10	0	4	257	4	15	3	3.5	0	0	0	1	0	0	0	1	0	12	3.21	18	18	15.5	0.10
2612	2	15	36003	73	5	0	1	257	4	15	3	3.5	1	0	0	0	0	0	0	1	0	12.5	3.26	18	18	15.5	0.10
2613	1	5	36003	73	5	0	1	257	4	15	3	3.5	1	0	0	0	0	0	0	1	0	13	3.31	18	18	15.5	0.12
2614	1	5	36003	73	5	5	3	257	4	15	3	3.5	0	0	1	0	0	0	0	1	0	13.5	3.37	18	18	15.5	0.10
2615	1	5	36003	73	5	0	1	257	4	15	3	3.5	1	0	0	0	0	0	0	1	0	14	3.42	18	18	15.5	0.12
2616	2	15	36003	73	5	0	1	257	4	15	3	3.5	1	0	0	0	0	0	0	1	0	14.5	3.48	18	18	15.5	0.10
2617	1	5	36003	73	0	0	1	257	4	15	3	3.5	1	0	0	0	0	0	0	1	0	15	3.53	18	18	15.5	0.12
2618	2	25	36003	73	15	0	3	257	4	15	3	3.5	0	0	1	0	0	0	0	1	0	15.5	3.59	18	18	15.5	0.10
2619	1	0	36003	73	10	0	4	257	4	15	3	3.5	0	0	0	1	0	0	0	1	0	16	3.64	18	18	15.5	0.12
2620	3	35	36003	73	15	0	1	257	4	15	3	3.5	1	0	0	0	0	0	0	1	0	16.5	3.7	18	18	15.5	0.10
2621	2	15	36003	73	10	0	3	257	4	15	3	3.5	0	0	1	0	0	0	0	1	0	17	3.75	18	18	15.5	0.12
2622	1	0	36003	73	0	0	1	257	4	15	3	3.5	1	0	0	0	0	0	0	1	0	17.5	3.81	18	18	15.5	0.10
2623	1	1	36003	73	0	0	1	257	4	15	3	3.5	1	0	0	0	0	0	0	1	0	18	3.86	18	18	15.5	0.10
2624	2	20	36003	74	10	15	1	272	5	20	3	4	1	0	0	0	0	0	0	0	1	0	0.66	18.5	18.5	14	0.20
2625	2	15	36003	74	10	20	3	272	5	20	3	4	0	0	1	0	0	0	0	0	1	0.5	0.76	18.5	18.5	14	0.22
2626	2	15	36003	74	5	10	3	272	5	20	3	4	0	0	1	0	0	0	0	0	1	1	0.87	18.5	18.5	14	0.20
2627	2	15	36003	74	10	20	3	272	5	20	3	4	0	0	1	0	0	0	0	0	1	1.5	0.97	18.5	18.5	14	0.20
2628	2	15	36003	74	10	10	4	272	5	20	3	4	0	0	0	1	0	0	0	0	1	2	1.07	18.5	18.5	14	0.20
2629	2	10	36003	74	10	40	1	272	5	20	3	4	1	0	0	0	0	0	0	0	1	2.5	1.17	18.5	18.5	14	0.22
2630	2	15	36003	74	15	25	3	272	5	20	3	4	0	0	1	0	0	0	0	0	1	3	1.28	18.5	18.5	14	0.20
2631	2	10	36003	74	10	15	1	272	5	20	3	4	1	0	0	0	0	0	0	0	1	3.5	1.38	18.5	18.5	14	0.20
2632	1	5	36003	74	25	10	4	272	5	20	3	4	0	0	0	1	0	0	0	0	1	4	1.48	18.5	18.5	14	0.22
2633	2	15	36003	74	15	10	4	272	5	20	3	4	0	0	0	1	0	0	0	0	1	4.5	1.59	18.5	18.5	14	0.20
2634	2	15	36003	74	20	20	1	272	5	20	3	4	1	0	0	0	0	0	0	0	1	5	1.69	18.5	18.5	14	0.20
2635	2	10	36003	74	20	35	1	272	5	20	3	4	1	0	0	0	0	0	0	0	1	5.5	1.79	18.5	18.5	14	0.20
2636	1	5	36003	74	10	15	1	272	5	20	3	4	1	0	0	0	0	0	0	0	1	6	1.89	18.5	18.5	14	0.22
2637	1	5	36003	74	15	40	3	272	5	20	3	4	0	0	1	0	0	0	0	0	1	6.5	2	18.5	18.5	14	0.20
2638	2	10	36003	74	10	10	1	272	5	20	3	4	1	0	0	0	0	0	0	0	1	7	2.1	18.5	18.5	14	0.20
2639	2	25	36003	74	10	10	4	272	5	20	3	4	0	0	0	1	0	0	0	0	1	7.5	2.2	18.5	18.5	14	0.20
2640	2	15	36003	74	10	25	1	272	5	20	3	4	1	0	0	0	0	0	0	0	1	8	2.3	18.5	18.5	14	0.22
2641	2	15	36003	74	15	5	1	272	5	20	3	4	1	0	0	0	0	0	0	0	1	8.5	2.41	18.5	18.5	14	0.20
2642	2	15	36003	74	20	30	1	272	5	20	3	4	1	0	0	0	0	0	0	0	1	9	2.51	18.5	18.5	14	0.20
2643	2	15	36003	74	10	5	3	272	5	20	3	4	0	0	1	0	0	0	0	0	1	9.5	2.61	18.5	18.5	14	0.22
2644	2	20	36003	74	10	0	3	272	5	20	3	4	0	0	1	0	0	0	0	0	1	10	2.72	18.5	18.5	14	0.20
2645	2	25	36003	74	10	0	1	272	5	20	3	4	1	0	0	0	0	0	0	0	1	10.5	2.82	18.5	18.5	14	0.20
2646	3	40	36003	74	15	0	1	272	5	20	3	4	1	0	0	0	0	0	0	0	1	11	2.92	18.5	18.5	14	0.20
2647	3	40	36003	74	20	0	1	272	5	20	3	4	1	0	0	0	0	0	0	0	1	11.5	3.02	18.5	18.5	14	0.22
2648	3	45	36003	74	25	0	1	272	5	20	3	4	1	0	0	0	0	0	0	0	1	12	3.13	18.5	18.5	14	0.20
2649	2	15	36003	74	5	0	1	272	5	20	3	4	1	0	0	0	0	0	0	0	1	12.5	3.23	18.5	18.5	14	0.20
2650	2	15	36003	74	10	0	3	272	5	20	3	4	0	0	1	0	0	0	0	0	1	13	3.33	18.5	18.5	14	0.22
2651	1	5	36003	74	0	0	1	272	5	20	3	4	1	0	0	0	0	0	0	0	1	13.5	3.44	18.5	18.5	14	0.20
2652	2	10	36003	74	5	0	1	272	5	20	3	4	1	0	0	0	0	0	0	0	1	14	3.54	18.5	18.5	14	0.20
2653	2	20	36003	74	15	0	3	272	5	20	3	4	0	0	1	0	0	0	0	0	1	14.5	3.64	18.5	18.5	14	0.20
2654	2	15	36003	74	10	0	1	272	5	20	3	4	1	0	0	0	0	0	0	0	1	15	3.74	18.5	18.5	14	0.22
2655	1	5	36003	74	0	0	3	272	5	20	3	4	0	0	1	0	0	0	0	0	1	15.5	3.85	18.5	18.5	14	0.20
2656	2	10	36003	74	10	0	1	272	5	20	3	4	1	0	0	0	0	0	0	0	1	16	3.95	18.5	18.5	14	0.20
2657	2	10	36003	74	5	0	3	272	5	20	3	4	0	0	1	0	0	0	0	0	1	16.5	4.05	18.5	18.5	14	0.20
2658	1	0	36003	74	0	0	1	272	5	20	3	4	1	0	0	0	0	0	0	0	1	17	4.15	18.5	18.5	14	0.22
2659	1	5	36003	74	0	0	1	272	5	20	3	4	1	0	0	0	0	0	0	0	1	17.5	4.26	18.5	18.5	14	0.20
2660	1	5	36003	74	0	0	1	272	5	20	3	4	1	0	0	0	0	0	0	0	1	18	4.36	18.5	18.5	14	0.20
2661	1	0	36008	75	0	0	1	50	2	15	2	0	1	0	0	0	0	1	0	0	0	0	0.57	15.5	13.5	0	0.14
2662	1	0	36008	75	0	0	1	50	2	15	2	0	1	0	0	0	0	1	0	0	0	0.5	0.64	15.5	13.5	0	0.14
2663	1	0	36008	75	0	0	1	50	2	15	2	0	1	0	0	0	0	1	0	0	0	1	0.71	15.5	13.5	0	0.14
2664	2	10	36008	75	0	0	1	50	2	15	2	0	1	0	0	0	0	1	0	0	0	1.5	0.78	15.5	13.5	0	0.14
2665	1	5	36008	75	0	0	1	50	2	15	2	0	1	0	0	0	0	1	0	0	0	2	0.85	15.5	13.5	0	0.14
2666	1	5	36008	75	0	0	1	50	2	15	2	0	1	0	0	0	0	1	0	0	0	2.5	0.92	15.5	13.5	0	0.14
2667	1	5	36008	75	0	0	1	50	2	15	2	0	1	0	0	0	0	1	0	0	0	3	0.99	15.5	13.5	0	0.12
2668	3	40	36008	75	0	0	1	50	2	15	2	0	1	0	0	0	0	1	0	0	0	3.5	1.05	15.5	13.5	0	0.14
2669	3	35	36008	75	0	0	1	50	2	15	2	0	1	0	0	0	0	1	0	0	0	4	1.12	15.5	13.5	0	0.14
2670	2	20	36008	75	0	0	1	50	2	15	2	0	1	0	0	0	0	1	0	0	0	4.5	1.19	15.5	13.5	0	0.14
2671	4	55	36008	75	5	0	3	50	2	15	2	0	0	0	1	0	0	1	0	0	0	5	1.26	15.5	13.5	0	0.14
2672	4	55	36008	75	5	0	1	50	2	15	2	0	1	0	0	0	0	1	0	0	0	5.5	1.33	15.5	13.5	0	0.14
2673	2	20	36008	75	0	0	1	50	2	15	2	0	1	0	0	0	0	1	0	0	0	6	1.4	15.5	13.5	0	0.14
2674	1	5	36008	75	5	0	2	50	2	15	2	0	0	1	0	0	0	1	0	0	0	6.5	1.47	15.5	13.5	0	0.14
2675	4	60	36008	75	0	0	1	50	2	15	2	0	1	0	0	0	0	1	0	0	0	7	1.54	15.5	13.5	0	0.14
2676	1	0	36008	75	0	0	3	50	2	15	2	0	0	0	1	0	0	1	0	0	0	7.5	1.61	15.5	13.5	0	0.14
2677	2	20	36008	75	15	0	1	50	2	15	2	0	1	0	0	0	0	1	0	0	0	8	1.68	15.5	13.5	0	0.14
2678	2	25	36008	75	20	0	1	50	2	15	2	0	1	0	0	0	0	1	0	0	0	8.5	1.75	15.5	13.5	0	0.14
2679	2	25	36008	75	30	0	1	50	2	15	2	0	1	0	0	0	0	1	0	0	0	9	1.82	15.5	13.5	0	0.14
2680	2	20	36008	75	15	0	1	50	2	15	2	0	1	0	0	0	0	1	0	0	0	9.5	1.89	15.5	13.5	0	0.12
2681	2	10	36008	75	5	0	1	50	2	15	2	0	1	0	0	0	0	1	0	0	0	10	1.95	15.5	13.5	0	0.14
2682	2	10	36008	75	5	0	3	50	2	15	2	0	0	0	1	0	0	1	0	0	0	10.5	2.02	15.5	13.5	0	0.14
2683	2	10	36008	75	10	0	3	50	2	15	2	0	0	0	1	0	0	1	0	0	0	11	2.09	15.5	13.5	0	0.14
2684	2	15	36008	75	10	0	3	50	2	15	2	0	0	0	1	0	0	1	0	0	0	11.5	2.16	15.5	13.5	0	0.14
