sample	seedcat	seed	cof	site	mus	bar	obs	rumbo	rumbcat	pool	abseed	abper	obs1	obs2	obs3	obs4	or1	or2	or3	or4	or5	long	alt	potseed	potmus	potper	pendiente
1	1	0	15053	1	0	0	1	186	4	5	3	2	1	0	0	0	0	0	0	1	0	0	0.31	25.5	20.5	8	0.52
2	1	0	15053	1	0	0	1	186	4	5	3	2	1	0	0	0	0	0	0	1	0	0.5	0.57	25.5	20.5	8	0.50
3	1	0	15053	1	0	0	1	186	4	5	3	2	1	0	0	0	0	0	0	1	0	1	0.82	25.5	20.5	8	0.52
4	1	0	15053	1	0	0	1	186	4	5	3	2	1	0	0	0	0	0	0	1	0	1.5	1.08	25.5	20.5	8	0.50
5	1	0	15053	1	0	0	1	186	4	5	3	2	1	0	0	0	0	0	0	1	0	2	1.33	25.5	20.5	8	0.52
6	1	0	15053	1	0	0	1	186	4	5	3	2	1	0	0	0	0	0	0	1	0	2.5	1.59	25.5	20.5	8	0.50
7	2	20	15053	1	0	0	1	186	4	5	3	2	1	0	0	0	0	0	0	1	0	3	1.84	25.5	20.5	8	0.52
8	2	15	15053	1	0	0	1	186	4	5	3	2	1	0	0	0	0	0	0	1	0	3.5	2.1	25.5	20.5	8	0.50
9	3	40	15053	1	0	5	1	186	4	5	3	2	1	0	0	0	0	0	0	1	0	4	2.35	25.5	20.5	8	0.52
10	3	30	15053	1	0	5	1	186	4	5	3	2	1	0	0	0	0	0	0	1	0	4.5	2.61	25.5	20.5	8	0.06
11	3	30	15053	1	0	0	1	186	4	5	3	2	1	0	0	0	0	0	0	1	0	5	2.64	25.5	20.5	8	0.08
12	1	5	15053	1	0	0	1	186	4	5	3	2	1	0	0	0	0	0	0	1	0	5.5	2.68	25.5	20.5	8	0.06
13	1	5	15053	1	0	0	1	186	4	5	3	2	1	0	0	0	0	0	0	1	0	6	2.71	25.5	20.5	8	0.06
14	1	5	15053	1	0	0	1	186	4	5	3	2	1	0	0	0	0	0	0	1	0	6.5	2.74	25.5	20.5	8	0.08
15	1	5	15053	1	0	0	1	186	4	5	3	2	1	0	0	0	0	0	0	1	0	7	2.78	25.5	20.5	8	0.06
16	3	40	15053	1	10	0	1	186	4	5	3	2	1	0	0	0	0	0	0	1	0	7.5	2.81	25.5	20.5	8	-0.24
17	2	20	15053	1	20	0	1	186	4	5	3	2	1	0	0	0	0	0	0	1	0	8	2.69	25.5	20.5	8	-0.24
18	2	15	15053	1	20	0	1	186	4	5	3	2	1	0	0	0	0	0	0	1	0	8.5	2.57	25.5	20.5	8	-0.24
19	1	5	15053	1	20	0	2	186	4	5	3	2	0	1	0	0	0	0	0	1	0	9	2.45	25.5	20.5	8	-0.24
20	1	0	15053	1	10	0	2	186	4	5	3	2	0	1	0	0	0	0	0	1	0	9.5	2.33	25.5	20.5	8	-0.24
21	1	0	15053	1	20	0	2	186	4	5	3	2	0	1	0	0	0	0	0	1	0	10	2.21	25.5	20.5	8	-0.24
22	2	10	15053	1	40	0	2	186	4	5	3	2	0	1	0	0	0	0	0	1	0	10.5	2.09	25.5	20.5	8	-0.24
23	4	55	15053	1	25	0	1	186	4	5	3	2	1	0	0	0	0	0	0	1	0	11	1.97	25.5	20.5	8	-0.24
24	3	40	15053	1	15	0	1	186	4	5	3	2	1	0	0	0	0	0	0	1	0	11.5	1.85	25.5	20.5	8	-0.24
25	4	70	15053	1	0	0	1	186	4	5	3	2	1	0	0	0	0	0	0	1	0	12	1.73	25.5	20.5	8	-0.24
26	2	25	15053	1	0	0	1	186	4	5	3	2	1	0	0	0	0	0	0	1	0	12.5	1.61	25.5	20.5	8	0.52
27	3	35	15053	1	10	5	1	186	4	5	3	2	1	0	0	0	0	0	0	1	0	13	1.87	25.5	20.5	8	0.52
28	3	30	15053	1	10	5	1	186	4	5	3	2	1	0	0	0	0	0	0	1	0	13.5	2.13	25.5	20.5	8	0.52
29	3	40	15053	1	25	0	1	186	4	5	3	2	1	0	0	0	0	0	0	1	0	14	2.39	25.5	20.5	8	0.52
30	2	25	15053	1	0	0	1	186	4	5	3	2	1	0	0	0	0	0	0	1	0	14.5	2.65	25.5	20.5	8	0.52
31	3	40	15053	1	0	5	3	186	4	5	3	2	0	0	1	0	0	0	0	1	0	15	2.91	25.5	20.5	8	0.20
32	3	50	15053	1	15	0	1	186	4	5	3	2	1	0	0	0	0	0	0	1	0	15.5	3.01	25.5	20.5	8	0.20
33	3	30	15053	1	20	0	3	186	4	5	3	2	0	0	1	0	0	0	0	1	0	16	3.11	25.5	20.5	8	0.20
34	1	5	15053	1	0	0	1	186	4	5	3	2	1	0	0	0	0	0	0	1	0	16.5	3.21	25.5	20.5	8	0.20
35	2	10	15053	1	0	0	1	186	4	5	3	2	1	0	0	0	0	0	0	1	0	17	3.31	25.5	20.5	8	0.20
36	2	10	15053	1	0	0	1	186	4	5	3	2	1	0	0	0	0	0	0	1	0	17.5	3.41	25.5	20.5	8	0.20
37	3	30	15053	1	0	0	1	186	4	5	3	2	1	0	0	0	0	0	0	1	0	18	3.51	25.5	20.5	8	0.00
38	2	25	15053	1	0	0	1	186	4	5	3	2	1	0	0	0	0	0	0	1	0	18.5	3.51	25.5	20.5	8	0.00
39	2	15	15053	1	0	0	1	186	4	5	3	2	1	0	0	0	0	0	0	1	0	19	3.51	25.5	20.5	8	0.00
40	2	20	15053	1	10	0	1	186	4	5	3	2	1	0	0	0	0	0	0	1	0	19.5	3.51	25.5	20.5	8	0.00
41	2	20	15053	1	0	0	1	186	4	5	3	2	1	0	0	0	0	0	0	1	0	20	3.51	25.5	20.5	8	0.00
42	2	20	15053	1	0	0	3	186	4	5	3	2	0	0	1	0	0	0	0	1	0	20.5	3.51	25.5	20.5	8	0.00
43	1	5	15053	1	5	0	3	186	4	5	3	2	0	0	1	0	0	0	0	1	0	21	3.51	25.5	20.5	8	0.00
44	3	40	15053	1	25	0	1	186	4	5	3	2	1	0	0	0	0	0	0	1	0	21.5	3.51	25.5	20.5	8	0.00
45	2	25	15053	1	5	0	1	186	4	5	3	2	1	0	0	0	0	0	0	1	0	22	3.51	25.5	20.5	8	0.00
46	3	35	15053	1	35	0	1	186	4	5	3	2	1	0	0	0	0	0	0	1	0	22.5	3.51	25.5	20.5	8	0.00
47	2	10	15053	1	0	0	1	186	4	5	3	2	1	0	0	0	0	0	0	1	0	23	3.51	25.5	20.5	8	0.00
48	3	40	15053	1	0	0	1	186	4	5	3	2	1	0	0	0	0	0	0	1	0	23.5	3.51	25.5	20.5	8	0.00
49	1	5	15053	1	0	0	1	186	4	5	3	2	1	0	0	0	0	0	0	1	0	24	3.51	25.5	20.5	8	0.00
50	1	5	15053	1	0	0	1	186	4	5	3	2	1	0	0	0	0	0	0	1	0	24.5	3.51	25.5	20.5	8	0.00
51	2	20	15053	1	30	0	4	186	4	5	3	2	0	0	0	1	0	0	0	1	0	25	3.51	25.5	20.5	8	0.00
52	1	5	15053	1	0	0	1	186	4	5	3	2	1	0	0	0	0	0	0	1	0	25.5	3.51	25.5	20.5	8	0.00
53	2	20	15053	1	0	0	1	186	4	5	3	2	1	0	0	0	0	0	0	1	0	26	3.51	25.5	20.5	8	0.00
54	2	20	15053	1	15	0	1	186	4	5	3	2	1	0	0	0	0	0	0	1	0	26.5	3.51	25.5	20.5	8	-0.80
55	3	30	15053	1	0	0	1	186	4	5	3	2	1	0	0	0	0	0	0	1	0	27	3.11	25.5	20.5	8	0.36
56	3	30	15053	1	0	0	1	186	4	5	3	2	1	0	0	0	0	0	0	1	0	27.5	3.29	25.5	20.5	8	0.34
57	2	25	15053	1	0	0	1	186	4	5	3	2	1	0	0	0	0	0	0	1	0	28	3.46	25.5	20.5	8	0.36
58	1	0	15053	1	0	0	1	186	4	5	3	2	1	0	0	0	0	0	0	1	0	28.5	3.64	25.5	20.5	8	0.34
59	1	0	15053	1	0	0	1	186	4	5	3	2	1	0	0	0	0	0	0	1	0	29	3.81	25.5	20.5	8	0.34
60	2	25	15053	2	0	0	1	306	5	5	3	2	1	0	0	0	0	0	0	0	1	0	0.31	20	13.5	11	0.30
61	3	30	15053	2	0	0	1	306	5	5	3	2	1	0	0	0	0	0	0	0	1	0.5	0.46	20	13.5	11	0.30
62	3	30	15053	2	0	0	1	306	5	5	3	2	1	0	0	0	0	0	0	0	1	1	0.61	20	13.5	11	0.30
63	2	25	15053	2	0	0	1	306	5	5	3	2	1	0	0	0	0	0	0	0	1	1.5	0.76	20	13.5	11	0.30
64	3	30	15053	2	0	0	1	306	5	5	3	2	1	0	0	0	0	0	0	0	1	2	0.91	20	13.5	11	0.30
65	3	35	15053	2	0	0	1	306	5	5	3	2	1	0	0	0	0	0	0	0	1	2.5	1.06	20	13.5	11	0.30
66	3	30	15053	2	0	0	1	306	5	5	3	2	1	0	0	0	0	0	0	0	1	3	1.21	20	13.5	11	0.30
67	2	25	15053	2	0	0	1	306	5	5	3	2	1	0	0	0	0	0	0	0	1	3.5	1.36	20	13.5	11	0.30
68	3	30	15053	2	0	0	1	306	5	5	3	2	1	0	0	0	0	0	0	0	1	4	1.51	20	13.5	11	0.18
69	3	30	15053	2	0	0	1	306	5	5	3	2	1	0	0	0	0	0	0	0	1	4.5	1.6	20	13.5	11	0.16
70	2	20	15053	2	0	0	1	306	5	5	3	2	1	0	0	0	0	0	0	0	1	5	1.68	20	13.5	11	0.18
71	3	40	15053	2	0	0	3	306	5	5	3	2	0	0	1	0	0	0	0	0	1	5.5	1.77	20	13.5	11	0.16
72	2	25	15053	2	0	0	1	306	5	5	3	2	1	0	0	0	0	0	0	0	1	6	1.85	20	13.5	11	0.18
73	3	30	15053	2	10	0	3	306	5	5	3	2	0	0	1	0	0	0	0	0	1	6.5	1.94	20	13.5	11	0.16
74	3	35	15053	2	0	0	1	306	5	5	3	2	1	0	0	0	0	0	0	0	1	7	2.02	20	13.5	11	0.18
75	4	60	15053	2	15	0	1	306	5	5	3	2	1	0	0	0	0	0	0	0	1	7.5	2.11	20	13.5	11	0.16
76	3	40	15053	2	0	0	1	306	5	5	3	2	1	0	0	0	0	0	0	0	1	8	2.19	20	13.5	11	0.18
77	3	40	15053	2	0	0	2	306	5	5	3	2	0	1	0	0	0	0	0	0	1	8.5	2.28	20	13.5	11	0.16
78	3	30	15053	2	10	0	1	306	5	5	3	2	1	0	0	0	0	0	0	0	1	9	2.36	20	13.5	11	0.18
79	2	25	15053	2	15	0	1	306	5	5	3	2	1	0	0	0	0	0	0	0	1	9.5	2.45	20	13.5	11	0.16
80	3	30	15053	2	5	0	1	306	5	5	3	2	1	0	0	0	0	0	0	0	1	10	2.53	20	13.5	11	0.18
81	2	25	15053	2	0	0	1	306	5	5	3	2	1	0	0	0	0	0	0	0	1	10.5	2.62	20	13.5	11	0.16
82	3	30	15053	2	0	0	1	306	5	5	3	2	1	0	0	0	0	0	0	0	1	11	2.7	20	13.5	11	0.18
83	3	30	15053	2	0	5	1	306	5	5	3	2	1	0	0	0	0	0	0	0	1	11.5	2.79	20	13.5	11	0.16
84	4	70	15053	2	0	0	1	306	5	5	3	2	1	0	0	0	0	0	0	0	1	12	2.87	20	13.5	11	0.18
85	4	80	15053	2	0	0	1	306	5	5	3	2	1	0	0	0	0	0	0	0	1	12.5	2.96	20	13.5	11	0.18
86	2	15	15053	2	15	0	2	306	5	5	3	2	0	1	0	0	0	0	0	0	1	13	3.05	20	13.5	11	0.16
87	4	60	15053	2	0	0	1	306	5	5	3	2	1	0	0	0	0	0	0	0	1	13.5	3.13	20	13.5	11	0.18
88	4	60	15053	2	0	15	1	306	5	5	3	2	1	0	0	0	0	0	0	0	1	14	3.22	20	13.5	11	0.16
89	3	40	15053	2	0	0	1	306	5	5	3	2	1	0	0	0	0	0	0	0	1	14.5	3.3	20	13.5	11	0.18
90	3	30	15053	2	0	0	1	306	5	5	3	2	1	0	0	0	0	0	0	0	1	15	3.39	20	13.5	11	0.16
91	1	5	15053	2	0	0	1	306	5	5	3	2	1	0	0	0	0	0	0	0	1	15.5	3.47	20	13.5	11	0.18
92	1	5	15053	2	0	0	1	306	5	5	3	2	1	0	0	0	0	0	0	0	1	16	3.56	20	13.5	11	0.16
93	2	10	15053	2	0	0	1	306	5	5	3	2	1	0	0	0	0	0	0	0	1	16.5	3.64	20	13.5	11	0.18
94	2	20	15053	2	0	0	1	306	5	5	3	2	1	0	0	0	0	0	0	0	1	17	3.73	20	13.5	11	0.16
95	2	10	15053	2	0	0	1	306	5	5	3	2	1	0	0	0	0	0	0	0	1	17.5	3.81	20	13.5	11	0.18
96	1	5	15053	2	0	0	1	306	5	5	3	2	1	0	0	0	0	0	0	0	1	18	3.9	20	13.5	11	0.16
97	2	15	15053	2	0	0	1	306	5	5	3	2	1	0	0	0	0	0	0	0	1	18.5	3.98	20	13.5	11	0.18
98	3	40	15053	2	0	0	1	306	5	5	3	2	1	0	0	0	0	0	0	0	1	19	4.07	20	13.5	11	0.16
99	2	10	15053	2	0	0	1	306	5	5	3	2	1	0	0	0	0	0	0	0	1	19.5	4.15	20	13.5	11	0.18
100	2	15	15053	2	0	0	3	306	5	5	3	2	0	0	1	0	0	0	0	0	1	20	4.24	20	13.5	11	0.16
101	1	0	15053	2	0	0	1	306	5	5	3	2	1	0	0	0	0	0	0	0	1	20.5	4.32	20	13.5	11	0.18
102	1	0	15053	2	0	0	1	306	5	5	3	2	1	0	0	0	0	0	0	0	1	21	4.41	20	13.5	11	0.18
103	1	0	15020	3	0	0	1	285	5	30	3	0	1	0	0	0	0	0	0	0	1	0	0.16	18	13	0	0.12
104	1	0	15020	3	0	0	3	285	5	30	3	0	0	0	1	0	0	0	0	0	1	0.5	0.22	18	13	0	0.14
105	1	0	15020	3	0	0	3	285	5	30	3	0	0	0	1	0	0	0	0	0	1	1	0.29	18	13	0	0.12
106	1	0	15020	3	0	0	1	285	5	30	3	0	1	0	0	0	0	0	0	0	1	1.5	0.35	18	13	0	0.14
107	1	0	15020	3	0	0	1	285	5	30	3	0	1	0	0	0	0	0	0	0	1	2	0.42	18	13	0	0.12
108	1	0	15020	3	0	0	3	285	5	30	3	0	0	0	1	0	0	0	0	0	1	2.5	0.48	18	13	0	0.14
109	1	0	15020	3	0	0	1	285	5	30	3	0	1	0	0	0	0	0	0	0	1	3	0.55	18	13	0	0.12
110	1	0	15020	3	0	0	1	285	5	30	3	0	1	0	0	0	0	0	0	0	1	3.5	0.61	18	13	0	0.12
111	1	0	15020	3	0	0	1	285	5	30	3	0	1	0	0	0	0	0	0	0	1	4	0.67	18	13	0	0.14
112	1	0	15020	3	0	0	1	285	5	30	3	0	1	0	0	0	0	0	0	0	1	4.5	0.74	18	13	0	0.12
113	1	0	15020	3	0	0	1	285	5	30	3	0	1	0	0	0	0	0	0	0	1	5	0.8	18	13	0	0.14
114	1	0	15020	3	0	0	1	285	5	30	3	0	1	0	0	0	0	0	0	0	1	5.5	0.87	18	13	0	0.12
115	1	0	15020	3	0	0	1	285	5	30	3	0	1	0	0	0	0	0	0	0	1	6	0.93	18	13	0	0.14
116	1	0	15020	3	0	0	1	285	5	30	3	0	1	0	0	0	0	0	0	0	1	6.5	1	18	13	0	0.12
117	1	0	15020	3	0	0	1	285	5	30	3	0	1	0	0	0	0	0	0	0	1	7	1.06	18	13	0	-0.10
118	1	0	15020	3	0	0	1	285	5	30	3	0	1	0	0	0	0	0	0	0	1	7.5	1.01	18	13	0	-0.10
119	1	0	15020	3	0	0	3	285	5	30	3	0	0	0	1	0	0	0	0	0	1	8	0.96	18	13	0	-0.10
120	1	0	15020	3	0	0	1	285	5	30	3	0	1	0	0	0	0	0	0	0	1	8.5	0.91	18	13	0	-0.10
121	1	0	15020	3	0	0	1	285	5	30	3	0	1	0	0	0	0	0	0	0	1	9	0.86	18	13	0	-0.10
122	1	0	15020	3	0	0	2	285	5	30	3	0	0	1	0	0	0	0	0	0	1	9.5	0.81	18	13	0	-0.10
123	1	0	15020	3	0	0	2	285	5	30	3	0	0	1	0	0	0	0	0	0	1	10	0.76	18	13	0	-0.10
124	1	0	15020	3	0	0	1	285	5	30	3	0	1	0	0	0	0	0	0	0	1	10.5	0.71	18	13	0	-0.10
125	1	0	15020	3	0	0	1	285	5	30	3	0	1	0	0	0	0	0	0	0	1	11	0.66	18	13	0	-0.10
126	1	0	15020	3	0	0	2	285	5	30	3	0	0	1	0	0	0	0	0	0	1	11.5	0.61	18	13	0	-0.10
127	1	0	15020	3	0	0	2	285	5	30	3	0	0	1	0	0	0	0	0	0	1	12	0.56	18	13	0	-0.10
128	1	0	15020	3	0	0	2	285	5	30	3	0	0	1	0	0	0	0	0	0	1	12.5	0.51	18	13	0	-0.10
129	1	0	15020	3	0	0	2	285	5	30	3	0	0	1	0	0	0	0	0	0	1	13	0.46	18	13	0	-0.10
130	1	0	15020	3	0	0	1	285	5	30	3	0	1	0	0	0	0	0	0	0	1	13.5	0.41	18	13	0	-0.10
131	1	0	15020	3	0	0	1	285	5	30	3	0	1	0	0	0	0	0	0	0	1	14	0.36	18	13	0	-0.10
132	1	0	15020	3	0	0	1	285	5	30	3	0	1	0	0	0	0	0	0	0	1	14.5	0.31	18	13	0	-0.10
133	1	0	15020	3	0	0	2	285	5	30	3	0	0	1	0	0	0	0	0	0	1	15	0.26	18	13	0	0.30
134	1	0	15020	3	0	0	1	285	5	30	3	0	1	0	0	0	0	0	0	0	1	15.5	0.41	18	13	0	0.30
135	1	0	15020	3	0	0	3	285	5	30	3	0	0	0	1	0	0	0	0	0	1	16	0.56	18	13	0	0.30
136	1	0	15020	3	0	0	1	285	5	30	3	0	1	0	0	0	0	0	0	0	1	16.5	0.71	18	13	0	0.30
137	1	0	15020	3	0	0	1	285	5	30	3	0	1	0	0	0	0	0	0	0	1	17	0.86	18	13	0	0.30
138	1	0	15020	3	0	0	1	285	5	30	3	0	1	0	0	0	0	0	0	0	1	17.5	1.01	18	13	0	0.30
139	1	0	15020	3	0	0	1	285	5	30	3	0	1	0	0	0	0	0	0	0	1	18	1.16	18	13	0	0.02
140	1	0	15020	3	0	0	1	285	5	30	3	0	1	0	0	0	0	0	0	0	1	18.5	1.17	18	13	0	0.00
141	2	10	15020	3	0	0	2	285	5	30	3	0	0	1	0	0	0	0	0	0	1	19	1.17	18	13	0	0.02
142	1	5	15020	3	0	0	1	285	5	30	3	0	1	0	0	0	0	0	0	0	1	19.5	1.18	18	13	0	0.00
143	2	15	15020	3	0	0	1	285	5	30	3	0	1	0	0	0	0	0	0	0	1	20	1.18	18	13	0	0.02
144	2	20	15020	3	0	0	1	285	5	30	3	0	1	0	0	0	0	0	0	0	1	20.5	1.19	18	13	0	0.00
145	2	10	15020	3	0	0	2	285	5	30	3	0	0	1	0	0	0	0	0	0	1	21	1.19	18	13	0	0.02
146	2	15	15020	3	0	0	1	285	5	30	3	0	1	0	0	0	0	0	0	0	1	21.5	1.2	18	13	0	0.00
147	2	10	15020	3	0	0	1	285	5	30	3	0	1	0	0	0	0	0	0	0	1	22	1.2	18	13	0	0.02
148	2	20	15020	3	0	0	1	285	5	30	3	0	1	0	0	0	0	0	0	0	1	22.5	1.21	18	13	0	0.02
149	2	15	15020	3	0	0	1	285	5	30	3	0	1	0	0	0	0	0	0	0	1	23	1.22	18	13	0	0.00
150	2	10	15020	3	10	0	1	285	5	30	3	0	1	0	0	0	0	0	0	0	1	23.5	1.22	18	13	0	0.02
151	2	10	15020	3	20	0	1	285	5	30	3	0	1	0	0	0	0	0	0	0	1	24	1.23	18	13	0	0.00
152	2	15	15020	3	40	0	1	285	5	30	3	0	1	0	0	0	0	0	0	0	1	24.5	1.23	18	13	0	0.02
153	2	10	15020	3	30	0	1	285	5	30	3	0	1	0	0	0	0	0	0	0	1	25	1.24	18	13	0	0.00
154	2	10	15020	3	25	0	1	285	5	30	3	0	1	0	0	0	0	0	0	0	1	25.5	1.24	18	13	0	0.02
155	1	5	15020	3	5	0	3	285	5	30	3	0	0	0	1	0	0	0	0	0	1	26	1.25	18	13	0	0.00
156	1	5	15020	3	0	0	2	285	5	30	3	0	0	1	0	0	0	0	0	0	1	26.5	1.25	18	13	0	0.02
157	1	0	15020	3	5	0	2	285	5	30	3	0	0	1	0	0	0	0	0	0	1	27	1.26	18	13	0	0.02
158	1	0	15020	3	0	0	2	285	5	30	3	0	0	1	0	0	0	0	0	0	1	27.5	1.27	18	13	0	0.00
159	1	5	15020	3	0	0	1	285	5	30	3	0	1	0	0	0	0	0	0	0	1	28	1.27	18	13	0	0.02
160	1	5	15020	3	25	0	1	285	5	30	3	0	1	0	0	0	0	0	0	0	1	28.5	1.28	18	13	0	0.00
161	1	5	15020	3	25	0	1	285	5	30	3	0	1	0	0	0	0	0	0	0	1	29	1.28	18	13	0	0.02
162	1	5	15020	3	20	0	1	285	5	30	3	0	1	0	0	0	0	0	0	0	1	29.5	1.29	18	13	0	0.00
163	1	5	15020	3	60	0	1	285	5	30	3	0	1	0	0	0	0	0	0	0	1	30	1.29	18	13	0	0.02
164	2	10	15020	3	50	0	1	285	5	30	3	0	1	0	0	0	0	0	0	0	1	30.5	1.3	18	13	0	0.00
165	1	0	15020	3	40	0	1	285	5	30	3	0	1	0	0	0	0	0	0	0	1	31	1.3	18	13	0	0.02
166	1	0	15020	3	60	0	1	285	5	30	3	0	1	0	0	0	0	0	0	0	1	31.5	1.31	18	13	0	0.02
167	1	5	15020	3	15	0	3	285	5	30	3	0	0	0	1	0	0	0	0	0	1	32	1.32	18	13	0	0.00
168	1	0	15020	3	80	0	1	285	5	30	3	0	1	0	0	0	0	0	0	0	1	32.5	1.32	18	13	0	0.02
169	1	0	15020	3	40	0	1	285	5	30	3	0	1	0	0	0	0	0	0	0	1	33	1.33	18	13	0	0.00
170	1	5	15020	3	5	0	1	285	5	30	3	0	1	0	0	0	0	0	0	0	1	33.5	1.33	18	13	0	0.02
171	1	0	15020	3	10	0	1	285	5	30	3	0	1	0	0	0	0	0	0	0	1	34	1.34	18	13	0	0.00
172	2	20	15020	3	10	0	3	285	5	30	3	0	0	0	1	0	0	0	0	0	1	34.5	1.34	18	13	0	0.02
173	2	15	15020	3	40	0	1	285	5	30	3	0	1	0	0	0	0	0	0	0	1	35	1.35	18	13	0	0.00
174	2	10	15020	3	70	0	1	285	5	30	3	0	1	0	0	0	0	0	0	0	1	35.5	1.35	18	13	0	0.02
175	2	10	15020	3	10	0	1	285	5	30	3	0	1	0	0	0	0	0	0	0	1	36	1.36	18	13	0	0.02
176	1	0	15020	4	0	0	1	261	4	15	3	3	1	0	0	0	0	0	0	1	0	0	0.16	36	28	13.5	0.80
177	1	0	15020	4	0	0	1	261	4	15	3	3	1	0	0	0	0	0	0	1	0	0.5	0.56	36	28	13.5	0.40
178	1	0	15020	4	0	0	1	261	4	15	3	3	1	0	0	0	0	0	0	1	0	1	0.76	36	28	13.5	0.40
179	1	0	15020	4	0	0	1	261	4	15	3	3	1	0	0	0	0	0	0	1	0	1.5	0.96	36	28	13.5	0.40
180	3	35	15020	4	0	0	1	261	4	15	3	3	1	0	0	0	0	0	0	1	0	2	1.16	36	28	13.5	0.40
181	2	10	15020	4	0	0	1	261	4	15	3	3	1	0	0	0	0	0	0	1	0	2.5	1.36	36	28	13.5	-0.06
182	2	25	15020	4	0	0	1	261	4	15	3	3	1	0	0	0	0	0	0	1	0	3	1.33	36	28	13.5	-0.08
183	3	30	15020	4	0	0	2	261	4	15	3	3	0	1	0	0	0	0	0	1	0	3.5	1.29	36	28	13.5	-0.06
184	1	0	15020	4	0	0	3	261	4	15	3	3	0	0	1	0	0	0	0	1	0	4	1.26	36	28	13.5	-0.06
185	2	25	15020	4	0	0	2	261	4	15	3	3	0	1	0	0	0	0	0	1	0	4.5	1.23	36	28	13.5	-0.06
186	3	30	15020	4	0	0	1	261	4	15	3	3	1	0	0	0	0	0	0	1	0	5	1.2	36	28	13.5	-0.08
187	2	25	15020	4	0	0	3	261	4	15	3	3	0	0	1	0	0	0	0	1	0	5.5	1.16	36	28	13.5	-0.06
188	2	20	15020	4	0	0	4	261	4	15	3	3	0	0	0	1	0	0	0	1	0	6	1.13	36	28	13.5	-0.06
189	3	30	15020	4	0	0	1	261	4	15	3	3	1	0	0	0	0	0	0	1	0	6.5	1.1	36	28	13.5	-0.06
190	2	25	15020	4	0	0	1	261	4	15	3	3	1	0	0	0	0	0	0	1	0	7	1.07	36	28	13.5	-0.08
191	2	15	15020	4	0	0	1	261	4	15	3	3	1	0	0	0	0	0	0	1	0	7.5	1.03	36	28	13.5	-0.06
192	1	0	15020	4	0	0	3	261	4	15	3	3	0	0	1	0	0	0	0	1	0	8	1	36	28	13.5	-0.06
193	2	25	15020	4	0	0	3	261	4	15	3	3	0	0	1	0	0	0	0	1	0	8.5	0.97	36	28	13.5	-0.06
194	2	10	15020	4	0	0	1	261	4	15	3	3	1	0	0	0	0	0	0	1	0	9	0.94	36	28	13.5	-0.08
195	2	20	15020	4	0	0	1	261	4	15	3	3	1	0	0	0	0	0	0	1	0	9.5	0.9	36	28	13.5	-0.06
196	1	0	15020	4	0	0	2	261	4	15	3	3	0	1	0	0	0	0	0	1	0	10	0.87	36	28	13.5	-0.06
197	3	30	15020	4	0	0	3	261	4	15	3	3	0	0	1	0	0	0	0	1	0	10.5	0.84	36	28	13.5	-0.08
198	2	10	15020	4	0	0	3	261	4	15	3	3	0	0	1	0	0	0	0	1	0	11	0.8	36	28	13.5	-0.06
199	2	20	15020	4	0	0	3	261	4	15	3	3	0	0	1	0	0	0	0	1	0	11.5	0.77	36	28	13.5	-0.06
200	3	40	15020	4	0	0	3	261	4	15	3	3	0	0	1	0	0	0	0	1	0	12	0.74	36	28	13.5	-0.06
201	2	25	15020	4	0	0	3	261	4	15	3	3	0	0	1	0	0	0	0	1	0	12.5	0.71	36	28	13.5	-0.08
202	2	10	15020	4	0	0	3	261	4	15	3	3	0	0	1	0	0	0	0	1	0	13	0.67	36	28	13.5	-0.06
203	1	0	15020	4	0	0	3	261	4	15	3	3	0	0	1	0	0	0	0	1	0	13.5	0.64	36	28	13.5	-0.06
204	1	5	15020	4	0	0	4	261	4	15	3	3	0	0	0	1	0	0	0	1	0	14	0.61	36	28	13.5	-0.06
205	2	10	15020	4	0	0	3	261	4	15	3	3	0	0	1	0	0	0	0	1	0	14.5	0.58	36	28	13.5	-0.08
206	1	5	15020	4	0	0	4	261	4	15	3	3	0	0	0	1	0	0	0	1	0	15	0.54	36	28	13.5	-0.06
207	1	0	15020	4	10	0	2	261	4	15	3	3	0	1	0	0	0	0	0	1	0	15.5	0.51	36	28	13.5	0.26
208	1	5	15020	4	10	0	2	261	4	15	3	3	0	1	0	0	0	0	0	1	0	16	0.64	36	28	13.5	0.26
209	2	20	15020	4	10	0	3	261	4	15	3	3	0	0	1	0	0	0	0	1	0	16.5	0.77	36	28	13.5	0.26
210	3	40	15020	4	0	0	1	261	4	15	3	3	1	0	0	0	0	0	0	1	0	17	0.9	36	28	13.5	0.24
211	3	30	15020	4	10	0	1	261	4	15	3	3	1	0	0	0	0	0	0	1	0	17.5	1.02	36	28	13.5	0.26
212	2	25	15020	4	20	5	3	261	4	15	3	3	0	0	1	0	0	0	0	1	0	18	1.15	36	28	13.5	0.26
213	2	10	15020	4	40	5	1	261	4	15	3	3	1	0	0	0	0	0	0	1	0	18.5	1.28	36	28	13.5	0.26
214	2	10	15020	4	30	0	1	261	4	15	3	3	1	0	0	0	0	0	0	1	0	19	1.41	36	28	13.5	0.26
215	2	10	15020	4	20	0	1	261	4	15	3	3	1	0	0	0	0	0	0	1	0	19.5	1.54	36	28	13.5	0.26
216	1	5	15020	4	25	5	3	261	4	15	3	3	0	0	1	0	0	0	0	1	0	20	1.67	36	28	13.5	0.26
